program,level,university_id,university,city,province,degree_label,annual_fee_cad,fee_notes,duration_years,intake_terms,application_deadline,url,accredited,fees_last_verified,source,is_verified
Data Science,Undergraduate,u_saskatchewan,University of Saskatchewan,Saskatoon,Saskatchewan,Bachelor,32400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofsaskatchewan.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,u_sherbrooke,Université de Sherbrooke,Sherbrooke,Quebec,Bachelor,28700,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédesherbrooke.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,u_toronto,University of Toronto,Toronto,Ontario,Bachelor,48350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityoftoronto.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,u_victoria,University of Victoria,Victoria,British Columbia,Bachelor,39450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofvictoria.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,u_waterloo,University of Waterloo,Waterloo,Ontario,Bachelor,46000,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwaterloo.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,u_windsor,University of Windsor,Windsor,Ontario,Bachelor,26450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwindsor.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,western_university,Western University,London,Ontario,Bachelor,48000,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.westernuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,wilfrid_laurier_university,Wilfrid Laurier University,Waterloo,Ontario,Bachelor,48500,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.wilfridlaurieruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,york_university,York University,Toronto,Ontario,Bachelor,47800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.yorkuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,mcgill_university,McGill University,Montreal,Quebec,Bachelor,59350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mcgilluniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,ubc,University of British Columbia,Vancouver,British Columbia,Bachelor,60200,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofbritishcolumbia.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,simon_fraser_university,Simon Fraser University,Burnaby,British Columbia,Bachelor,33000,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.simonfraseruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,thompson_rivers_university,Thompson Rivers University,Kamloops,British Columbia,Bachelor,24900,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.thompsonriversuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,dalhousie_university,Dalhousie University,Halifax,Nova Scotia,Bachelor,35600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.dalhousieuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,memorial_university,Memorial University of Newfoundland,St. John's,Newfoundland and Labrador,Bachelor,34800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.memorialuniversityofnewfoundland.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,mount_royal_university,Mount Royal University,Calgary,Alberta,Bachelor,30750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mountroyaluniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,brock_university,Brock University,St. Catharines,Ontario,Bachelor,31050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brockuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,carleton_university,Carleton University,Ottawa,Ontario,Bachelor,40350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.carletonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,concordia_university,Concordia University,Montreal,Quebec,Bachelor,29500,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.concordiauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Bachelor,22950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.royalroadsuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,quest_university_canada,Quest University Canada,Squamish,British Columbia,Bachelor,35900,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.questuniversitycanada.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,capilano_university,Capilano University,North Vancouver,British Columbia,Bachelor,25700,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.capilanouniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Bachelor,24550,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.vancouverislanduniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,acadia_university,Acadia University,Wolfville,Nova Scotia,Bachelor,26050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.acadiauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,algoma_university,Algoma University,Sault Ste. Marie,Ontario,Bachelor,32900,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.algomauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,bishop_s_university,Bishop's University,Sherbrooke (Lennoxville),Quebec,Bachelor,33600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.bishop'suniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,brandon_university,Brandon University,Brandon,Manitoba,Bachelor,21600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brandonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,cape_breton_university,Cape Breton University,Sydney,Nova Scotia,Bachelor,34350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.capebretonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,mount_allison_university,Mount Allison University,Sackville,New Brunswick,Bachelor,29350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mountallisonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,saint_marys_university,Saint Mary's University,Halifax,Nova Scotia,Bachelor,35800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.saintmary'suniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,st_francis_xavier_university,St. Francis Xavier University,Antigonish,Nova Scotia,Bachelor,33300,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.stfrancisxavieruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,trinity_western_university,Trinity Western University,Langley,British Columbia,Bachelor,26350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.trinitywesternuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Undergraduate,universite_de_moncton,Université de Moncton,Moncton,New Brunswick,Bachelor,24000,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédemoncton.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_alberta,University of Alberta,Edmonton,Alberta,Master,67390,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofalberta.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_calgary,University of Calgary,Calgary,Alberta,Master,41457,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofcalgary.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_guelf,University of Guelph,Guelph,Ontario,Master,57327,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofguelph.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_manitoba,University of Manitoba,Winnipeg,Manitoba,Master,34845,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofmanitoba.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_new_brunswick,University of New Brunswick,Fredericton / Saint John,New Brunswick,Master,27369,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofnewbrunswick.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_oft,University of Ottawa,Ottawa,Ontario,Master,55084,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofottawa.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_regina,University of Regina,Regina,Saskatchewan,Master,32602,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofregina.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_saskatchewan,University of Saskatchewan,Saskatoon,Saskatchewan,Master,34730,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofsaskatchewan.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_sherbrooke,Université de Sherbrooke,Sherbrooke,Quebec,Master,24437,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universitédesherbrooke.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_toronto,University of Toronto,Toronto,Ontario,Master,68137,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityoftoronto.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_victoria,University of Victoria,Victoria,British Columbia,Master,48932,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofvictoria.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_waterloo,University of Waterloo,Waterloo,Ontario,Master,68425,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofwaterloo.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,u_windsor,University of Windsor,Windsor,Ontario,Master,35477,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofwindsor.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,western_university,Western University,London,Ontario,Master,38122,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.westernuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,wilfrid_laurier_university,Wilfrid Laurier University,Waterloo,Ontario,Master,40077,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.wilfridlaurieruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,york_university,York University,Toronto,Ontario,Master,56349,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.yorkuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,mcgill_university,McGill University,Montreal,Quebec,Master,66642,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.mcgilluniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,ubc,University of British Columbia,Vancouver,British Columbia,Master,45367,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofbritishcolumbia.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,simon_fraser_university,Simon Fraser University,Burnaby,British Columbia,Master,39847,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.simonfraseruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,thompson_rivers_university,Thompson Rivers University,Kamloops,British Columbia,Master,28807,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.thompsonriversuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,dalhousie_university,Dalhousie University,Halifax,Nova Scotia,Master,57212,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.dalhousieuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,memorial_university,Memorial University of Newfoundland,St. John's,Newfoundland and Labrador,Master,39905,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.memorialuniversityofnewfoundland.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,mount_royal_university,Mount Royal University,Calgary,Alberta,Master,35650,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.mountroyaluniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,brock_university,Brock University,St. Catharines,Ontario,Master,42320,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.brockuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,carleton_university,Carleton University,Ottawa,Ontario,Master,55314,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.carletonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,concordia_university,Concordia University,Montreal,Quebec,Master,37720,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.concordiauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Master,25759,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.royalroadsuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,quest_university_canada,Quest University Canada,Squamish,British Columbia,Master,28404,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.questuniversitycanada.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,capilano_university,Capilano University,North Vancouver,British Columbia,Master,24954,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.capilanouniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Master,30417,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.vancouverislanduniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,acadia_university,Acadia University,Wolfville,Nova Scotia,Master,31222,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.acadiauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,algoma_university,Algoma University,Sault Ste. Marie,Ontario,Master,33465,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.algomauniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,bishop_s_university,Bishop's University,Sherbrooke (Lennoxville),Quebec,Master,24552,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.bishop'suniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,brandon_university,Brandon University,Brandon,Manitoba,Master,41170,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.brandonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,cape_breton_university,Cape Breton University,Sydney,Nova Scotia,Master,41457,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.capebretonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,mount_allison_university,Mount Allison University,Sackville,New Brunswick,Master,27887,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.mountallisonuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,saint_marys_university,Saint Mary's University,Halifax,Nova Scotia,Master,35880,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.saintmary'suniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,st_francis_xavier_university,St. Francis Xavier University,Antigonish,Nova Scotia,Master,41745,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.stfrancisxavieruniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,trinity_western_university,Trinity Western University,Langley,British Columbia,Master,41572,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.trinitywesternuniversity.edu/programs/data-science,,estimated:2025-08-08,estimate,
Data Science,Postgraduate,universite_de_moncton,Université de Moncton,Moncton,New Brunswick,Master,29727,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universitédemoncton.edu/programs/data-science,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_alberta,University of Alberta,Edmonton,Alberta,Bachelor,58650,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofalberta.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_calgary,University of Calgary,Calgary,Alberta,Bachelor,41850,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofcalgary.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_guelf,University of Guelph,Guelph,Ontario,Bachelor,35700,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofguelph.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_manitoba,University of Manitoba,Winnipeg,Manitoba,Bachelor,37200,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofmanitoba.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_new_brunswick,University of New Brunswick,Fredericton / Saint John,New Brunswick,Bachelor,32450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofnewbrunswick.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_oft,University of Ottawa,Ottawa,Ontario,Bachelor,42800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofottawa.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_regina,University of Regina,Regina,Saskatchewan,Bachelor,30650,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofregina.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_saskatchewan,University of Saskatchewan,Saskatoon,Saskatchewan,Bachelor,35500,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofsaskatchewan.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_sherbrooke,Université de Sherbrooke,Sherbrooke,Quebec,Bachelor,32400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédesherbrooke.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_toronto,University of Toronto,Toronto,Ontario,Bachelor,62450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityoftoronto.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_victoria,University of Victoria,Victoria,British Columbia,Bachelor,36800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofvictoria.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_waterloo,University of Waterloo,Waterloo,Ontario,Bachelor,57050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwaterloo.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,u_windsor,University of Windsor,Windsor,Ontario,Bachelor,22600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwindsor.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,western_university,Western University,London,Ontario,Bachelor,52000,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.westernuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,wilfrid_laurier_university,Wilfrid Laurier University,Waterloo,Ontario,Bachelor,45650,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.wilfridlaurieruniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,york_university,York University,Toronto,Ontario,Bachelor,37250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.yorkuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,mcgill_university,McGill University,Montreal,Quebec,Bachelor,51800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mcgilluniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,ubc,University of British Columbia,Vancouver,British Columbia,Bachelor,61850,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofbritishcolumbia.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,simon_fraser_university,Simon Fraser University,Burnaby,British Columbia,Bachelor,47750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.simonfraseruniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,thompson_rivers_university,Thompson Rivers University,Kamloops,British Columbia,Bachelor,22550,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.thompsonriversuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,dalhousie_university,Dalhousie University,Halifax,Nova Scotia,Bachelor,31600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.dalhousieuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,memorial_university,Memorial University of Newfoundland,St. John's,Newfoundland and Labrador,Bachelor,35650,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.memorialuniversityofnewfoundland.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,mount_royal_university,Mount Royal University,Calgary,Alberta,Bachelor,29400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mountroyaluniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,brock_university,Brock University,St. Catharines,Ontario,Bachelor,32850,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brockuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,carleton_university,Carleton University,Ottawa,Ontario,Bachelor,41100,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.carletonuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,concordia_university,Concordia University,Montreal,Quebec,Bachelor,51100,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.concordiauniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Bachelor,36550,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.royalroadsuniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,quest_university_canada,Quest University Canada,Squamish,British Columbia,Bachelor,34750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.questuniversitycanada.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,capilano_university,Capilano University,North Vancouver,British Columbia,Bachelor,29250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.capilanouniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Bachelor,29600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.vancouverislanduniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,acadia_university,Acadia University,Wolfville,Nova Scotia,Bachelor,29600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.acadiauniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
Artificial Intelligence,Undergraduate,algoma_university,Algoma University,Sault Ste. Marie,Ontario,Bachelor,32050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.algomauniversity.edu/programs/artificial-intelligence,,estimated:2025-08-08,estimate,
